日期|+|XBANK事件工单|+|机构号|+|机构|+|归属模块|+|工单状态|+|COUNT(*)
2016-06-06|+|Xbank事件工单|+|1510|+|福州温泉支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|1511|+|福州台江支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|1513|+|福州福清支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|1516|+|福州闽侯支行|+|BPP系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|1525|+|福州闽侯上街支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-06|+|Xbank事件工单|+|1614|+|济南济泺路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|1620|+|济南领秀城支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|1810|+|深圳深南支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|1820|+|深圳高新区支行|+|xBank2.0系统|+|已关闭|+|3
2016-06-06|+|Xbank事件工单|+|1824|+|深圳华强支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|1833|+|深圳沙井支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|2601|+|苏州分行营业部|+|三方存管系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|2707|+|青岛麦岛支行|+|交易型理财产品销售系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|2807|+|温州江滨支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|2901|+|厦门分行营业部|+|xBank2.0系统|+|已关闭|+|3
2016-06-06|+|Xbank事件工单|+|2909|+|厦门前埔支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-06|+|Xbank事件工单|+|3000|+|郑州分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|3005|+|郑州商都路支行|+|(null)|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|3104|+|长沙星沙支行|+|验印系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|3509|+|南昌县支行|+|BPP系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|3509|+|南昌县支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|3605|+|邯郸联纺路支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-06|+|Xbank事件工单|+|3801|+|镇江支行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|4602|+|中山古镇支行|+|BPP系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|4602|+|中山古镇支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|5505|+|南宁安吉路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|5508|+|南宁望州支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-06|+|Xbank事件工单|+|A802|+|兰州七里河支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-06|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|3
2016-06-07|+|Xbank事件工单|+|0100|+|北京管理部|+|BPP系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0101|+|总行营业部|+|xBank2.0系统|+|已关闭|+|4
2016-06-07|+|Xbank事件工单|+|0106|+|北京工体北路支行|+|总行国库信息处理系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0110|+|北京上地支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0133|+|北京德胜门支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|0147|+|北京大兴支行|+|总行国库信息处理系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0163|+|北京昌平支行|+|总行国库信息处理系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0168|+|北京媒体村支行|+|总行国库信息处理系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0222|+|上海福山支行|+|新二代支付系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0229|+|上海延中支行|+|老EUSP系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0259|+|上海金山支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0265|+|上海中原支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0266|+|上海广灵支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0266|+|上海广灵支行|+|客户资产监管系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|0319|+|广州羊城支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|0500|+|武汉分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0515|+|武汉武昌支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0531|+|武汉汉西支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0532|+|武汉东西湖支行|+|BPP系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|0621|+|大连高新区科技支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0702|+|杭州凤起支行|+|xBank2.0系统|+|已关闭|+|3
2016-06-07|+|Xbank事件工单|+|0719|+|杭州城西支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0801|+|南京分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0805|+|南京城东支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0905|+|太原大营盘支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|0907|+|太原平阳路支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|1014|+|石家庄联盟路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1101|+|重庆分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1107|+|重庆沙坪坝支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1119|+|重庆九龙园区支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1121|+|重庆老顶坡支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|1504|+|福州闽都支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1516|+|福州闽侯支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1527|+|福州金山支行|+|cbank系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1602|+|济南槐荫支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1618|+|济南建设路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1619|+|济南市中支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1620|+|济南领秀城支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1706|+|汕头澄海支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1809|+|深圳南山支行|+|xBank2.0系统|+|已关闭|+|3
2016-06-07|+|Xbank事件工单|+|1819|+|深圳香蜜支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1837|+|深圳华强北支行|+|xBank2.0系统|+|已关闭|+|3
2016-06-07|+|Xbank事件工单|+|1839|+|深圳石岩支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|1909|+|宁波宁海支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|1916|+|宁波镇海支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|2003|+|成都永丰支行|+|开放式基金代销系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|2004|+|成都科华支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|2026|+|成都聚龙路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|2106|+|天津海河支行|+|对公贷款系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|2118|+|天津北辰示范园区科技金融支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|2612|+|常熟招商城支行|+|乐收银综合商务平台|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|3103|+|长沙人民路支行|+|PE系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|3301|+|长春分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|3306|+|长春卫星支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|3307|+|长春民丰大街支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|3309|+|长春欧亚卖场支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|3409|+|合肥马鞍山路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|3605|+|邯郸联纺路支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-07|+|Xbank事件工单|+|4103|+|潍坊安丘支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|5308|+|玉田支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|5502|+|南宁东葛支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|5503|+|南宁东盟区支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|5903|+|东营垦利支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|6512|+|沈阳长白岛支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|7801|+|上饶分行营业部|+|金融IC卡系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|8201|+|威海分行营业部|+|客户资产监管系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|8400|+|柳州分行业务处理中心|+|xBank2.0系统|+|已关闭|+|1
2016-06-07|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-08|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|7
2016-06-08|+|Xbank事件工单|+|0000|+|总行团队|+|新网银系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0101|+|总行营业部|+|xBank2.0系统|+|已关闭|+|8
2016-06-08|+|Xbank事件工单|+|0101|+|总行营业部|+|三方存管系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0137|+|北京西长安街支行|+|NPS系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0148|+|北京东二环支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0203|+|上海市西支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-08|+|Xbank事件工单|+|0213|+|上海闵行支行|+|老EUSP系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0214|+|上海浦江支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0217|+|上海外高桥支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0309|+|广州白云支行|+|xBank2.0系统|+|已关闭|+|3
2016-06-08|+|Xbank事件工单|+|0314|+|广州番禺支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0325|+|广州黄埔大道支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-08|+|Xbank事件工单|+|0372|+|佛山禅城支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0502|+|武汉东湖支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0506|+|武汉桥口支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0513|+|武汉徐东支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0515|+|武汉武昌支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0519|+|武汉汉阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0603|+|大连高新技术产业园区支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0627|+|大连普兰店支行|+|储蓄国债EBOND系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0801|+|南京分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|0903|+|太原迎泽支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1007|+|石家庄槐南路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1101|+|重庆分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-06-08|+|Xbank事件工单|+|1106|+|重庆杨家坪支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1108|+|重庆加州支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1121|+|重庆老顶坡支行|+|PE系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1122|+|重庆马家岩支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1123|+|重庆观农贸支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1207|+|西安长乐路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1216|+|西安科技路支行|+|代理业务平台|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1500|+|福州分行|+|xBank2.0系统|+|已关闭|+|2
2016-06-08|+|Xbank事件工单|+|1606|+|济南历山支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1701|+|汕头分行营业部|+|NPS系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1801|+|深圳分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1807|+|深圳宝安支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|1825|+|深圳市民中心支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2024|+|郫县支行|+|(null)|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2200|+|昆明分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2200|+|昆明分行|+|现金管理系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2214|+|昆明官南支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2310|+|泉州安海支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2317|+|泉州德化支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2605|+|苏州常熟支行|+|BPP系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2701|+|青岛分行营业部|+|三方存管系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2702|+|青岛香港东路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2708|+|青岛即墨支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2800|+|温州分行|+|集中提回系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2900|+|厦门分行|+|运营管控系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|2909|+|厦门前埔支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|3001|+|郑州分行营业部|+|老EUSP系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|3301|+|长春分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-06-08|+|Xbank事件工单|+|3403|+|合肥白马支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-08|+|Xbank事件工单|+|3403|+|合肥白马支行|+|乐收银收单一体化系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|3605|+|邯郸联纺路支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-08|+|Xbank事件工单|+|3608|+|邯郸世纪大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|4003|+|沧州分行黄骅支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|4501|+|江门支行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|4602|+|中山古镇支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|4703|+|南阳人民路支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-08|+|Xbank事件工单|+|5702|+|嘉兴桐乡支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-08|+|Xbank事件工单|+|5902|+|东营广饶支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|8202|+|威海荣成支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-08|+|Xbank事件工单|+|8401|+|柳州分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-06-08|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-09|+|Xbank事件工单|+|0120|+|北京紫竹支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-09|+|Xbank事件工单|+|0903|+|太原迎泽支行|+|总行国库信息处理系统|+|已关闭|+|1
2016-06-09|+|Xbank事件工单|+|1109|+|重庆两路口支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-09|+|Xbank事件工单|+|2302|+|泉州水头支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-09|+|Xbank事件工单|+|3403|+|合肥白马支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-10|+|Xbank事件工单|+|0908|+|太原三墙路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-10|+|Xbank事件工单|+|1106|+|重庆杨家坪支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-10|+|Xbank事件工单|+|1113|+|重庆冉家坝支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-10|+|Xbank事件工单|+|1820|+|深圳高新区支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-10|+|Xbank事件工单|+|1833|+|深圳沙井支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-10|+|Xbank事件工单|+|1909|+|宁波宁海支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-10|+|Xbank事件工单|+|2008|+|成都青羊支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-10|+|Xbank事件工单|+|2028|+|温江支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-11|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|1
2016-06-11|+|Xbank事件工单|+|0228|+|上海世纪公园支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-11|+|Xbank事件工单|+|1617|+|济南千佛山支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-11|+|Xbank事件工单|+|3101|+|长沙分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-11|+|Xbank事件工单|+|3309|+|长春欧亚卖场支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|2
2016-06-12|+|Xbank事件工单|+|0101|+|总行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0103|+|北京阜成门支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0123|+|北京西直门支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0127|+|北京崇文门支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0129|+|北京三元支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0178|+|北京东四支行|+|移动金融服务平台|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0200|+|上海分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0300|+|广州分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0314|+|广州番禺支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0324|+|广州滨江东支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0324|+|广州滨江东支行|+|交易型理财产品销售系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0327|+|广州天河北支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0342|+|广州永福路支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-12|+|Xbank事件工单|+|0503|+|武汉新华支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0515|+|武汉武昌支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0520|+|武汉江汉支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0521|+|武汉香港路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0606|+|大连三八广场支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-12|+|Xbank事件工单|+|0623|+|大连延安路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|0903|+|太原迎泽支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-12|+|Xbank事件工单|+|0925|+|太原长风西街小微企业专营支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1025|+|石家庄长江大道支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-12|+|Xbank事件工单|+|1100|+|重庆分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1101|+|重庆分行营业部|+|重庆电子同城|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1111|+|重庆龙湖支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1124|+|重庆北碚支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1200|+|西安分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1211|+|西安吉祥路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1220|+|西安胡家庙小微企业专营支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-12|+|Xbank事件工单|+|1220|+|西安胡家庙小微企业专营支行|+|代理业务平台|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1503|+|福州东街支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1525|+|福州闽侯上街支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1622|+|济南舜华北路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1800|+|深圳分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1807|+|深圳宝安支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1820|+|深圳高新区支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-12|+|Xbank事件工单|+|1826|+|深圳莲花支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|1906|+|宁波轻纺城支行|+|开放式基金代销系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|2001|+|成都分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|2002|+|成都锦兴支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|2128|+|天津分行营业部|+|BPP系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|2308|+|泉州石狮支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-12|+|Xbank事件工单|+|2603|+|苏州昆山支行|+|银保通系统|+|已关闭|+|1
